epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,1702.86,1.10536,0.68193,1.24091,0.96805,0.61143,0.65022,0.43331,1.22686,0.60945,1.37579,0.000665057,0.000665057,0.000665057
137,1718.99,1.10856,0.68905,1.24895,0.96109,0.61032,0.64992,0.43267,1.24341,0.60755,1.34821,0.000659398,0.000659398,0.000659398
138,1733.14,1.14396,0.71918,1.26942,0.96587,0.62102,0.66211,0.45055,1.19198,0.60021,1.32943,0.000653739,0.000653739,0.000653739
139,1745.29,1.11875,0.69457,1.26337,0.96606,0.60899,0.64781,0.44393,1.18665,0.59653,1.33703,0.00064808,0.00064808,0.00064808
140,1757.67,1.09578,0.6916,1.24439,0.97081,0.60505,0.64814,0.44107,1.21096,0.63081,1.35502,0.000642421,0.000642421,0.000642421
141,1769.94,1.10891,0.69315,1.26385,0.65097,0.70449,0.69438,0.47506,1.16523,0.6163,1.3185,0.000636762,0.000636762,0.000636762
142,1782.26,1.10754,0.68857,1.25044,0.96899,0.59762,0.65554,0.45251,1.19196,0.60487,1.32638,0.000631104,0.000631104,0.000631104
143,1794.54,1.0868,0.68796,1.24042,0.972,0.60631,0.6649,0.45816,1.16527,0.59109,1.33033,0.000625445,0.000625445,0.000625445
144,1806.9,1.07977,0.66427,1.22968,0.9611,0.61862,0.69667,0.47386,1.18018,0.59508,1.33539,0.000619786,0.000619786,0.000619786
145,1818.54,1.09141,0.68154,1.24169,0.97337,0.60895,0.65491,0.44401,1.23911,0.60083,1.36583,0.000614127,0.000614127,0.000614127
146,1832.01,1.10334,0.68934,1.24525,0.96781,0.62629,0.68079,0.47301,1.15448,0.58679,1.30713,0.000608468,0.000608468,0.000608468
147,1844.05,1.08374,0.6864,1.23462,0.96499,0.62497,0.65481,0.45269,1.13972,0.58518,1.29619,0.000602809,0.000602809,0.000602809
148,1856.32,1.09659,0.68907,1.24221,0.79833,0.74894,0.75144,0.50236,1.25544,0.64455,1.36168,0.000597151,0.000597151,0.000597151
149,1868.23,1.06215,0.67275,1.22161,0.95996,0.60967,0.67172,0.46318,1.18162,0.60482,1.32438,0.000591492,0.000591492,0.000591492
150,1880.24,1.08147,0.68759,1.23453,0.97416,0.60679,0.65286,0.45181,1.13623,0.59346,1.30991,0.000585833,0.000585833,0.000585833
151,1892.42,1.08015,0.66532,1.22722,0.96425,0.60643,0.67132,0.46662,1.14975,0.60433,1.3039,0.000580174,0.000580174,0.000580174
152,1907.08,1.06025,0.66087,1.21595,0.9601,0.62165,0.65748,0.45379,1.16151,0.61489,1.29204,0.000574515,0.000574515,0.000574515
153,1923.36,1.08704,0.6733,1.23181,0.96489,0.62447,0.66664,0.46259,1.12609,0.57682,1.30295,0.000568856,0.000568856,0.000568856
154,1939.61,1.08078,0.66719,1.22572,0.9779,0.60759,0.68298,0.48357,1.12159,0.56392,1.29379,0.000563197,0.000563197,0.000563197
155,1951.64,1.07745,0.6589,1.2222,0.97131,0.61075,0.67078,0.46408,1.13786,0.57211,1.32249,0.000557539,0.000557539,0.000557539
156,1964.98,1.08134,0.6763,1.23524,0.97709,0.61565,0.69847,0.48197,1.19531,0.582,1.34856,0.00055188,0.00055188,0.00055188
157,1977.51,1.07005,0.65926,1.21911,0.96121,0.61585,0.65377,0.44861,1.20798,0.60101,1.3684,0.000546221,0.000546221,0.000546221
158,1992.25,1.05102,0.64676,1.20254,0.62445,0.74461,0.67017,0.46366,1.12731,0.57222,1.29627,0.000540562,0.000540562,0.000540562
159,2007.24,1.07864,0.67506,1.21887,0.97324,0.60593,0.67691,0.47529,1.14147,0.56828,1.32389,0.000534903,0.000534903,0.000534903
160,2022.44,1.05201,0.66341,1.22078,0.96507,0.61921,0.68032,0.47312,1.15864,0.58711,1.31807,0.000529244,0.000529244,0.000529244
161,2037.41,1.03568,0.64542,1.20288,0.96755,0.61484,0.65594,0.45385,1.16416,0.58375,1.31453,0.000523586,0.000523586,0.000523586
162,2052.61,1.07627,0.66137,1.21692,0.97009,0.61444,0.67231,0.46647,1.16749,0.58132,1.33718,0.000517927,0.000517927,0.000517927
163,2067.82,1.04867,0.64973,1.20824,0.97352,0.61108,0.66648,0.46144,1.1411,0.58513,1.31254,0.000512268,0.000512268,0.000512268
164,2083.61,1.06815,0.66841,1.2251,0.68316,0.74958,0.70148,0.49075,1.13334,0.57774,1.31137,0.000506609,0.000506609,0.000506609
165,2098.62,1.04898,0.64766,1.20568,0.96822,0.6173,0.6835,0.47717,1.14731,0.57343,1.31584,0.00050095,0.00050095,0.00050095
166,2113.05,1.04543,0.65216,1.21075,0.72814,0.7511,0.75675,0.54066,1.12166,0.55178,1.30829,0.000495291,0.000495291,0.000495291
167,2127.52,1.05118,0.67149,1.21078,0.69227,0.72453,0.70817,0.50293,1.1258,0.56979,1.30707,0.000489633,0.000489633,0.000489633
168,2141.93,1.0308,0.63684,1.19107,0.97728,0.61485,0.66223,0.46359,1.14997,0.57541,1.33177,0.000483974,0.000483974,0.000483974
169,2156.76,1.03014,0.63827,1.19647,0.97299,0.61706,0.66635,0.46293,1.15333,0.56299,1.32844,0.000478315,0.000478315,0.000478315
170,2171.5,1.042,0.64699,1.20351,0.96408,0.62198,0.70336,0.49984,1.11112,0.56591,1.29144,0.000472656,0.000472656,0.000472656
171,2185.96,1.02653,0.63608,1.19545,0.7028,0.73731,0.70681,0.50076,1.10706,0.57267,1.27539,0.000466997,0.000466997,0.000466997
172,2200.28,1.0324,0.64149,1.19646,0.69874,0.75006,0.7016,0.49899,1.11877,0.56691,1.28896,0.000461338,0.000461338,0.000461338
173,2214.65,1.03157,0.63283,1.19875,0.9757,0.60723,0.66692,0.46419,1.152,0.56743,1.32417,0.00045568,0.00045568,0.00045568
174,2229.97,1.00751,0.62694,1.18112,0.96741,0.62971,0.67543,0.47414,1.11879,0.55923,1.30297,0.000450021,0.000450021,0.000450021
175,2315.05,1.00757,0.62588,1.18945,0.6633,0.75519,0.70041,0.49729,1.1037,0.55746,1.28204,0.000444362,0.000444362,0.000444362
176,2330.33,1.01595,0.62342,1.19074,0.97632,0.62709,0.65931,0.46217,1.11924,0.56342,1.29687,0.000438703,0.000438703,0.000438703
177,2342.9,1.00566,0.62657,1.18259,0.97276,0.62229,0.66411,0.47321,1.13811,0.55721,1.30219,0.000433044,0.000433044,0.000433044
178,2355.34,1.00539,0.62852,1.1878,0.58815,0.64055,0.67504,0.48244,1.1228,0.54582,1.3061,0.000427385,0.000427385,0.000427385
179,2368.04,1.00759,0.61696,1.18986,0.967,0.62758,0.66619,0.46758,1.11995,0.55447,1.30252,0.000421726,0.000421726,0.000421726
180,2383.86,1.01488,0.63581,1.1883,0.97905,0.62133,0.66738,0.47035,1.1239,0.54996,1.28881,0.000416068,0.000416068,0.000416068
181,2400.98,1.00067,0.62568,1.18402,0.64872,0.75487,0.67234,0.47767,1.12233,0.56182,1.28818,0.000410409,0.000410409,0.000410409
