epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
147,27271.9,1.08012,0.6723,1.23891,0.95647,0.61235,0.63468,0.42792,1.19357,0.61925,1.34618,0.000602809,0.000602809,0.000602809
148,27299.5,1.06605,0.68229,1.23452,0.62587,0.60797,0.64346,0.44119,1.17922,0.62058,1.3463,0.000597151,0.000597151,0.000597151
149,27316.4,1.04554,0.66207,1.21082,0.97037,0.61427,0.64275,0.43467,1.19104,0.60259,1.34829,0.000591492,0.000591492,0.000591492
150,27332.5,1.07309,0.67758,1.23108,0.96418,0.60976,0.64556,0.43977,1.16082,0.60482,1.31909,0.000585833,0.000585833,0.000585833
151,27349.3,1.05799,0.65357,1.21813,0.62472,0.61524,0.64175,0.44326,1.18104,0.62412,1.3182,0.000580174,0.000580174,0.000580174
152,27365.6,1.03852,0.6475,1.213,0.95405,0.61141,0.6399,0.43743,1.19451,0.6217,1.35866,0.000574515,0.000574515,0.000574515
153,27379.2,1.06156,0.67149,1.22835,0.61745,0.73875,0.66637,0.45918,1.15394,0.62254,1.32586,0.000568856,0.000568856,0.000568856
154,27391.6,1.03879,0.65689,1.20958,0.62656,0.61147,0.64081,0.44243,1.18097,0.58723,1.35791,0.000563197,0.000563197,0.000563197
155,27405.7,1.04654,0.65413,1.21867,0.95519,0.60836,0.64368,0.44146,1.16333,0.59487,1.3466,0.000557539,0.000557539,0.000557539
156,27422.6,1.05498,0.66853,1.23073,0.95746,0.61641,0.64825,0.44509,1.1779,0.5968,1.32885,0.00055188,0.00055188,0.00055188
157,27476.5,1.06011,0.6555,1.2199,0.60577,0.74557,0.66037,0.45983,1.12581,0.57106,1.31876,0.000546221,0.000546221,0.000546221
158,27491.7,1.02255,0.64883,1.19897,0.96739,0.61067,0.64852,0.45396,1.13053,0.58263,1.2966,0.000540562,0.000540562,0.000540562
159,27504.4,1.0518,0.66902,1.22026,0.95689,0.6136,0.65722,0.45559,1.16962,0.62068,1.31347,0.000534903,0.000534903,0.000534903
160,27517,1.03307,0.65342,1.2142,0.64465,0.74878,0.70068,0.4898,1.1524,0.58886,1.31529,0.000529244,0.000529244,0.000529244
161,27529.5,1.01163,0.6463,1.19908,0.96771,0.61638,0.64305,0.44196,1.16457,0.57881,1.32566,0.000523586,0.000523586,0.000523586
162,27542.2,1.02386,0.65525,1.20253,0.94909,0.61959,0.64289,0.44385,1.15245,0.59367,1.31234,0.000517927,0.000517927,0.000517927
163,27554.4,1.02045,0.64018,1.20253,0.96391,0.61492,0.6444,0.44442,1.18107,0.58749,1.32387,0.000512268,0.000512268,0.000512268
164,27567.7,1.02992,0.64945,1.212,0.96796,0.61753,0.64561,0.44799,1.14052,0.57683,1.29417,0.000506609,0.000506609,0.000506609
165,27611.6,1.02181,0.62872,1.19678,0.96683,0.61492,0.65001,0.45187,1.15482,0.58205,1.31189,0.00050095,0.00050095,0.00050095
166,27635.7,1.02127,0.6267,1.20335,0.95566,0.62469,0.66059,0.46145,1.12656,0.556,1.29365,0.000495291,0.000495291,0.000495291
167,27655.8,1.02183,0.65631,1.20355,0.6607,0.75006,0.70443,0.48971,1.15553,0.57249,1.31446,0.000489633,0.000489633,0.000489633
168,27672.4,1.02236,0.63715,1.19933,0.67,0.74749,0.70529,0.49434,1.15255,0.58572,1.33225,0.000483974,0.000483974,0.000483974
169,27690.3,1.00058,0.632,1.19483,0.61604,0.73724,0.66262,0.4629,1.15072,0.59661,1.31859,0.000478315,0.000478315,0.000478315
170,27711,1.01744,0.63012,1.19886,0.62091,0.74878,0.65918,0.46493,1.11799,0.58034,1.2909,0.000472656,0.000472656,0.000472656
171,27728.3,0.99368,0.62081,1.18934,0.96185,0.61838,0.65598,0.467,1.11263,0.5826,1.28567,0.000466997,0.000466997,0.000466997
172,27749.5,0.99741,0.62956,1.18336,0.96594,0.6154,0.66514,0.46477,1.15051,0.58411,1.32272,0.000461338,0.000461338,0.000461338
173,27776,1.00719,0.62215,1.19443,0.96435,0.61797,0.64653,0.4544,1.13259,0.57404,1.30373,0.00045568,0.00045568,0.00045568
174,27787.4,0.97742,0.61216,1.17559,0.68067,0.73773,0.68146,0.48432,1.10875,0.58843,1.27961,0.000450021,0.000450021,0.000450021
175,27798,0.99077,0.61094,1.18698,0.9627,0.62151,0.64743,0.4532,1.12512,0.5752,1.29553,0.000444362,0.000444362,0.000444362
176,27811.4,0.99247,0.60927,1.17952,0.96778,0.62486,0.65281,0.45346,1.14907,0.5859,1.30808,0.000438703,0.000438703,0.000438703
177,27827.2,0.97801,0.62024,1.17316,0.96753,0.62157,0.64993,0.45925,1.10869,0.56038,1.29267,0.000433044,0.000433044,0.000433044
178,27842.8,0.97122,0.61225,1.17502,0.62814,0.62372,0.65206,0.45658,1.11362,0.55568,1.27307,0.000427385,0.000427385,0.000427385
179,27859.4,0.975,0.60101,1.17969,0.96004,0.62083,0.65328,0.46098,1.10386,0.56576,1.28077,0.000421726,0.000421726,0.000421726
180,27875.6,0.981,0.62082,1.18471,0.90254,0.71558,0.76019,0.5536,1.12504,0.58493,1.29438,0.000416068,0.000416068,0.000416068
